,chr,end_0,end_1,TSS,strand,dist,end_1_original,end_1_fix
495,1,145964767,145964768,145964690,+,0,145964768,145964768
496,1,145964767,145964768,145964701,+,0,145964768,145964768
497,1,145964767,145964768,145964716,+,0,145964768,145964768
498,1,145964767,145964768,145964719,+,0,145964768,145964768
499,1,146052212,146052213,146052244,-,15555,146052213,146036658
500,1,146387448,146387449,146387449,+,-422681,146387449,146387449
501,1,146387509,146387510,146387446,+,-422742,146387510,146387510
502,1,146387531,146387532,146387448,+,-422764,146387532,146387532
503,1,147541585,147541586,147541501,+,88,147541586,147541674
504,1,148522685,148522686,148522601,+,229729,148522686,148522686
505,1,149812338,149812339,149812370,-,392,149812339,149811947
506,1,149812341,149812342,149812373,-,395,149812342,149811947
507,1,149886651,149886652,149886682,-,-817,149886652,149887469
508,1,149887002,149887003,149886918,+,408,149887003,149887411
509,1,149887003,149887004,149886919,+,407,149887004,149887411
510,1,149887946,149887947,149887963,-,478,149887947,149887469
511,1,149927749,149927750,149927782,-,24,149927750,149927726
512,1,149927771,149927772,149927803,-,46,149927772,149927726
513,1,150067917,150067918,150067833,+,32,150067918,150067950
514,1,150236083,150236084,150236112,-,8,150236084,150236076
515,1,150293897,150293898,150293855,+,0,150293898,150293898
516,1,150293897,150293898,150293858,+,0,150293898,150293898
517,1,150293897,150293898,150293861,+,0,150293898,150293898
518,1,150293897,150293898,150293862,+,0,150293898,150293898
519,1,150293897,150293898,150293881,+,0,150293898,150293898
520,1,150293897,150293898,150293885,+,0,150293898,150293898
521,1,150321591,150321592,150321533,+,0,150321592,150321592
522,1,150321591,150321592,150321550,+,0,150321592,150321592
523,1,150321591,150321592,150321553,+,0,150321592,150321592
524,1,150321591,150321592,150321558,+,0,150321592,150321592
525,1,150321591,150321592,150321569,+,0,150321592,150321592
526,1,150487515,150487516,150487435,+,0,150487516,150487516
527,1,150487515,150487516,150487441,+,0,150487516,150487516
528,1,150579578,150579579,150579610,-,29,150579579,150579550
529,1,150629556,150629557,150629577,-,143,150629557,150629414
530,1,150629560,150629561,150629591,-,147,150629561,150629414
531,1,150629565,150629566,150629596,-,152,150629566,150629414
532,1,150697117,150697118,150697149,-,126,150697118,150696992
533,1,150697122,150697123,150697154,-,131,150697123,150696992
534,1,150697125,150697126,150697157,-,134,150697126,150696992
535,1,150697143,150697144,150697175,-,152,150697144,150696992
536,1,150697152,150697153,150697184,-,161,150697153,150696992
537,1,150926447,150926448,150926363,+,15,150926448,150926463
538,1,151008527,151008528,151008461,+,143,151008528,151008671
539,1,151190135,151190136,151190167,-,131,151190136,151190005
540,1,151190165,151190166,151190197,-,161,151190166,151190005
541,1,151399616,151399617,151399565,+,110,151399617,151399727
542,1,151399627,151399628,151399564,+,99,151399628,151399727
543,1,151399647,151399648,151399581,+,79,151399648,151399727
544,1,151763464,151763465,151763496,-,138,151763465,151763327
545,1,151768137,151768138,151768139,-,4811,151768138,151763327
546,1,153545774,153545775,153545806,-,22,153545775,153545753
547,1,153658791,153658792,153658717,+,94,153658792,153658886
548,1,153670909,153670910,153670941,-,-8,153670910,153670918
549,1,153670910,153670911,153670944,-,-7,153670911,153670918
550,1,153670928,153670929,153670960,-,11,153670929,153670918
551,1,153670939,153670940,153670971,-,22,153670940,153670918
552,1,153670944,153670945,153670972,-,27,153670945,153670918
553,1,153670951,153670952,153670983,-,34,153670952,153670918
554,1,153670962,153670963,153670987,-,45,153670963,153670918
555,1,153963447,153963448,153963515,-,-47,153963448,153963495
556,1,153963494,153963495,153963521,-,0,153963495,153963495
557,1,153967693,153967694,153967725,-,243,153967694,153967451
558,1,153990801,153990802,153990762,+,0,153990802,153990802
559,1,153990801,153990802,153990763,+,0,153990802,153990802
560,1,153990801,153990802,153990764,+,0,153990802,153990802
561,1,154183133,154183134,154183155,-,146,154183134,154182988
562,1,154220561,154220562,154220593,-,220,154220562,154220342
563,1,154220974,154220975,154220922,+,0,154220975,154220975
564,1,154220974,154220975,154220953,+,0,154220975,154220975
565,1,154220974,154220975,154220955,+,0,154220975,154220975
566,1,154220974,154220975,154220958,+,0,154220975,154220975
567,1,154272716,154272717,154272641,+,-14,154272717,154272703
568,1,154627939,154627940,154627971,-,-14,154627940,154627954
569,1,154974765,154974766,154974681,+,38,154974766,154974804
570,1,155173225,155173226,155173257,-,5,155173226,155173221
571,1,155173272,155173273,155173304,-,-44,155173273,155173317
572,1,155209312,155209313,155209236,+,19,155209313,155209332
573,1,155209314,155209315,155209238,+,17,155209315,155209332
574,1,155262328,155262329,155262360,-,243,155262329,155262086
575,1,155308908,155308909,155308840,+,56,155308909,155308965
576,1,155308925,155308926,155308866,+,39,155308926,155308965
577,1,155637565,155637566,155637598,-,-50505,155637566,155637566
578,1,155637569,155637570,155637604,-,-50501,155637570,155637570
579,1,155934375,155934376,155934407,-,40,155934376,155934336
580,1,155934377,155934378,155934409,-,42,155934378,155934336
581,1,155978514,155978515,155978546,-,150,155978515,155978365
582,1,156020892,156020893,156020911,-,5,156020893,156020888
583,1,156020893,156020894,156020925,-,6,156020894,156020888
584,1,156020935,156020936,156020967,-,48,156020936,156020888
585,1,156213067,156213068,156212989,+,108,156213068,156213176
586,1,156213070,156213071,156212993,+,105,156213071,156213176
587,1,156213084,156213085,156213000,+,91,156213085,156213176
588,1,156213091,156213092,156213007,+,84,156213092,156213176
589,1,156283019,156283020,156282935,+,45,156283020,156283065
590,1,156338158,156338159,156338190,-,5,156338159,156338154
591,1,156338185,156338186,156338217,-,32,156338186,156338154
592,1,156338210,156338211,156338239,-,57,156338211,156338154
593,1,156338266,156338267,156338290,-,113,156338267,156338154
594,1,156338267,156338268,156338292,-,114,156338268,156338154
595,1,156338270,156338271,156338302,-,117,156338271,156338154
596,1,156338273,156338274,156338305,-,120,156338274,156338154
597,1,156601444,156601445,156601471,-,28952,156601445,156601445
598,1,156601448,156601449,156601479,-,28956,156601449,156601449
599,1,156741058,156741059,156741088,-,6,156741059,156741053
600,1,156767582,156767583,156767539,+,656,156767583,156768239
601,1,156767624,156767625,156767542,+,614,156767625,156768239
602,1,158203854,158203855,158203877,-,76568,158203855,158203855
603,1,158203854,158203855,158203886,-,76568,158203855,158203855
604,1,158203861,158203862,158203881,-,76575,158203862,158203862
605,1,158203864,158203865,158203884,-,76578,158203865,158203865
606,1,158203892,158203893,158203913,-,76606,158203893,158203893
607,1,158203893,158203894,158203916,-,76607,158203894,158203894
608,1,158254164,158254165,158254107,+,562,158254165,158254727
609,1,158289991,158289992,158289923,+,133,158289992,158290125
610,1,158290908,158290909,158290827,+,491,158290909,158291400
611,1,158290915,158290916,158290831,+,484,158290916,158291400
612,1,158329928,158329929,158329960,-,-867,158329929,158330796
613,1,158331160,158331161,158331193,-,-202,158331161,158331363
614,1,158331417,158331418,158331449,-,55,158331418,158331363
615,1,158353515,158353516,158353460,+,530,158353516,158354046
616,1,158353918,158353919,158353873,+,127,158353919,158354046
617,1,158353944,158353945,158353869,+,101,158353945,158354046
618,1,158353972,158353973,158353894,+,73,158353973,158354046
619,1,158354474,158354475,158354390,+,-429,158354475,158354046
620,1,158354551,158354552,158354471,+,-506,158354552,158354046
621,1,158354931,158354932,158354850,+,-886,158354932,158354046
622,1,158354935,158354936,158354852,+,-890,158354936,158354046
623,1,158354963,158354964,158354880,+,-918,158354964,158354046
624,1,158494840,158494841,158494872,-,-59425,158494841,158494841
625,1,158494848,158494849,158494880,-,-59417,158494849,158494849
626,1,158494868,158494869,158494886,-,-59397,158494869,158494869
627,1,158494926,158494927,158494958,-,-59339,158494927,158494927
628,1,159009945,159009946,159009908,+,215,159009946,159010161
629,1,159009983,159009984,159009907,+,177,159009984,159010161
630,1,159009985,159009986,159009921,+,175,159009986,159010161
631,1,159009993,159009994,159009925,+,167,159009994,159010161
632,1,159009999,159010000,159009924,+,161,159010000,159010161
633,1,159010001,159010002,159009927,+,159,159010002,159010161
634,1,159010094,159010095,159010010,+,66,159010095,159010161
635,1,159925489,159925490,159925507,-,40,159925490,159925450
636,1,160262416,160262417,160262448,-,-32,160262417,160262449
637,1,160262455,160262456,160262487,-,7,160262456,160262449
638,1,160285098,160285099,160285130,-,44,160285099,160285055
639,1,160285100,160285101,160285132,-,46,160285101,160285055
640,1,160343443,160343444,160343386,+,37,160343444,160343481
641,1,160523220,160523221,160523252,-,77,160523221,160523144
642,1,160523230,160523231,160523262,-,87,160523231,160523144
643,1,160579450,160579451,160579482,-,59,160579451,160579392
644,1,160711760,160711761,160711791,-,79,160711761,160711682
645,1,160796249,160796250,160796168,+,61,160796250,160796311
646,1,160796258,160796259,160796174,+,52,160796259,160796311
647,1,160796264,160796265,160796180,+,46,160796265,160796311
648,1,161045862,161045863,161045894,-,5,161045863,161045858
649,1,161045865,161045866,161045896,-,8,161045866,161045858
650,1,161069861,161069862,161069891,-,242,161069862,161069620
651,1,161118010,161118011,161118037,-,59,161118011,161117952
652,1,161153843,161153844,161153759,+,276,161153844,161154120
653,1,161154013,161154014,161153991,+,106,161154014,161154120
654,1,161154060,161154061,161153990,+,59,161154061,161154120
655,1,161154069,161154070,161153995,+,50,161154070,161154120
656,1,161202437,161202438,161202367,+,42,161202438,161202480
657,1,161314424,161314425,161314378,+,0,161314425,161314425
658,1,161314424,161314425,161314381,+,0,161314425,161314425
659,1,161531145,161531146,161531107,+,-4252,161531146,161526894
660,1,161612791,161612792,161612712,+,50561,161612792,161612792
661,1,161612794,161612795,161612714,+,50558,161612795,161612795
662,1,161612795,161612796,161612713,+,50557,161612796,161612796
663,1,163322025,163322026,163321954,+,40,163322026,163322066
664,1,163322030,163322031,163321957,+,35,163322031,163322066
665,1,163322031,163322032,163321964,+,34,163322032,163322066
666,1,163322043,163322044,163321967,+,22,163322044,163322066
667,1,163322056,163322057,163321973,+,9,163322057,163322066
668,1,163322065,163322066,163322007,+,0,163322066,163322066
669,1,163322065,163322066,163322008,+,0,163322066,163322066
670,1,165631292,165631293,165631263,+,0,165631293,165631293
671,1,165698530,165698531,165698562,-,153,165698531,165698378
672,1,165768839,165768840,165768871,-,81,165768840,165768759
673,1,165768848,165768849,165768868,-,90,165768849,165768759
674,1,165768856,165768857,165768888,-,98,165768857,165768759
675,1,165768857,165768858,165768889,-,99,165768858,165768759
676,1,165768858,165768859,165768890,-,100,165768859,165768759
677,1,167518497,167518498,167518529,-,90,167518498,167518408
678,1,169367740,169367741,169367772,-,33,169367741,169367708
679,1,169367750,169367751,169367782,-,43,169367751,169367708
680,1,169367759,169367760,169367790,-,52,169367760,169367708
681,1,169367762,169367763,169367794,-,55,169367763,169367708
682,1,169367768,169367769,169367797,-,61,169367769,169367708
683,1,169711578,169711579,169711610,-,83,169711579,169711496
684,1,169711581,169711582,169711613,-,86,169711582,169711496
685,1,169711587,169711588,169711619,-,92,169711588,169711496
686,1,169711593,169711594,169711617,-,98,169711594,169711496
687,1,169711598,169711599,169711620,-,103,169711599,169711496
688,1,169711602,169711603,169711633,-,107,169711603,169711496
689,1,169711605,169711606,169711623,-,110,169711606,169711496
690,1,169711610,169711611,169711642,-,115,169711611,169711496
691,1,169711614,169711615,169711645,-,119,169711615,169711496
692,1,169711615,169711616,169711647,-,120,169711616,169711496
693,1,169711616,169711617,169711648,-,121,169711617,169711496
694,1,169711619,169711620,169711651,-,124,169711620,169711496
695,1,169711620,169711621,169711638,-,125,169711621,169711496
696,1,169711620,169711621,169711643,-,125,169711621,169711496
697,1,169795114,169795115,169795090,+,0,169795115,169795115
698,1,169795114,169795115,169795094,+,0,169795115,169795115
699,1,171485612,171485613,171485533,+,122,171485613,171485735
700,1,173477470,173477471,173477386,+,21,173477471,173477492
701,1,173824733,173824734,173824673,+,622,173824734,173825356
702,1,173867959,173867960,173867991,-,43748,173867960,173867960
703,1,175000113,175000114,175000032,+,81,175000114,175000195
704,1,175022539,175022540,175022580,-,-824,175022540,175023364
705,1,175023383,175023384,175023415,-,20,175023384,175023364
706,1,175023388,175023389,175023418,-,25,175023389,175023364
707,1,175023388,175023389,175023420,-,25,175023389,175023364
708,1,175023395,175023396,175023427,-,32,175023396,175023364
709,1,175023401,175023402,175023432,-,38,175023402,175023364
710,1,175023404,175023405,175023435,-,41,175023405,175023364
711,1,175023406,175023407,175023425,-,43,175023407,175023364
712,1,179293869,179293870,179293802,+,66,179293870,179293936
713,1,179882752,179882753,179882694,+,224,179882753,179882977
714,1,181088768,181088769,181088700,+,4131,181088769,181092900
715,1,182839403,182839404,182839351,+,52,182839404,182839456
716,1,182839431,182839432,182839347,+,24,182839432,182839456
717,1,182839434,182839435,182839350,+,21,182839435,182839456
718,1,182839435,182839436,182839358,+,20,182839436,182839456
719,1,183635643,183635644,183635675,-,127,183635644,183635517
720,1,183635678,183635679,183635704,-,162,183635679,183635517
721,1,183635694,183635695,183635726,-,178,183635695,183635517
722,1,183635702,183635703,183635734,-,186,183635703,183635517
723,1,183635713,183635714,183635745,-,197,183635714,183635517
724,1,183635718,183635719,183635750,-,202,183635719,183635517
725,1,183635721,183635722,183635753,-,205,183635722,183635517
726,1,183635722,183635723,183635754,-,206,183635723,183635517
727,1,183635725,183635726,183635755,-,209,183635726,183635517
728,1,185317225,185317226,185317243,-,273,185317226,185316953
729,1,186375199,186375200,186375228,-,322,186375200,186374878
730,1,186375222,186375223,186375254,-,-336,186375223,186375559
731,1,193059307,193059308,193059339,-,-105,193059308,193059413
732,1,193059342,193059343,193059374,-,-70,193059343,193059413
733,1,197146626,197146627,197146649,-,486,197146627,197146141
734,1,197146652,197146653,197146669,-,512,197146653,197146141
735,1,198188403,198188404,198188328,+,18820,198188404,198207224
736,1,198188414,198188415,198188333,+,18809,198188415,198207224
737,1,198188425,198188426,198188341,+,18798,198188426,198207224
738,1,198188427,198188428,198188351,+,18796,198188428,198207224
739,1,198188446,198188447,198188370,+,18777,198188447,198207224
740,1,198188451,198188452,198188367,+,18772,198188452,198207224
741,1,198188498,198188499,198188426,+,18725,198188499,198207224
742,1,198638559,198638560,198638492,+,138,198638560,198638698
743,1,198639099,198639100,198639025,+,37,198639100,198639137
744,1,198639102,198639103,198639034,+,34,198639103,198639137
745,1,198639103,198639104,198639028,+,33,198639104,198639137
746,1,198639124,198639125,198639040,+,12,198639125,198639137
747,1,198639127,198639128,198639043,+,9,198639128,198639137
748,1,198639128,198639129,198639053,+,8,198639129,198639137
749,1,198639130,198639131,198639046,+,6,198639131,198639137
750,1,198639130,198639131,198639049,+,6,198639131,198639137
751,1,198639132,198639133,198639056,+,4,198639133,198639137
752,1,198639133,198639134,198639065,+,3,198639134,198639137
753,1,198639136,198639137,198639081,+,0,198639137,198639137
754,1,198639136,198639137,198639099,+,0,198639137,198639137
755,1,198639136,198639137,198639100,+,0,198639137,198639137
756,1,198639136,198639137,198639115,+,0,198639137,198639137
757,1,198639289,198639290,198639205,+,51,198639290,198639341
758,1,198937383,198937384,198937414,-,396509,198937384,198937384
759,1,198937385,198937386,198937417,-,396511,198937386,198937386
760,1,198937389,198937390,198937421,-,396515,198937390,198937390
761,1,198937397,198937398,198937429,-,396523,198937398,198937398
762,1,200409994,200409995,200410026,-,49,200409995,200409946
763,1,201955551,201955552,201955503,+,0,201955552,201955552
764,1,201955551,201955552,201955506,+,0,201955552,201955552
765,1,201955551,201955552,201955513,+,0,201955552,201955552
766,1,201955551,201955552,201955515,+,0,201955552,201955552
767,1,202160570,202160571,202160602,-,26,202160571,202160545
768,1,202341873,202341874,202341913,-,19,202341874,202341855
769,1,202341884,202341885,202341916,-,-10,202341885,202341895
770,1,202341902,202341903,202341933,-,8,202341903,202341895
